,sr_open_date,sr_close_date,activity_type_std,Cos,hour,dummy_sr_number,dummy_sysid,dummy_part_number
2007,2021-05-02,2021-03-23,,17.89126864,0.0,sr920,sys1981,part61
2011,2020-10-02,2020-03-17,Field Service,197.31581930000002,0.0,sr2543,sys1855,part31
2021,2021-07-20,2021-09-21,Field Service,975.5578657,0.0,sr9426,sys1565,part19
2033,2021-03-18,2021-02-05,Field Service,1361.529944,0.0,sr860,sys1319,part60
2042,2021-12-08,2021-08-26,,37.56312256,0.0,sr2241,sys1462,part403
2048,2017-07-06,2017-05-07,Field Service,17806.91216,0.0,sr1971,sys1808,part2
2053,2019-07-30,2019-08-19,Field Service,1712.8991989999997,0.0,sr2704,sys710,part128
2059,2019-02-10,2019-05-11,Field Service,529.9126147,0.0,sr5952,sys1769,part37
2065,2020-11-25,2020-12-28,,4.010191347,0.0,sr7083,sys1963,part57
2084,2020-02-06,2020-09-07,,33.83050113,0.0,sr4690,sys719,part61
2093,2017-07-06,2017-07-15,Field Service,84.68993829,0.0,sr10455,sys1592,part45
2098,2018-08-11,2018-12-25,Field Service,253.73941519999997,0.0,sr3096,sys1551,part338
2101,2021-02-23,2021-04-13,,9.54650781,0.0,sr1513,sys1712,part80
2117,2020-05-08,2020-09-15,Field Service,85.2440865,0.0,sr4814,sys1693,part34
2121,2017-02-15,2017-03-21,Field Service,6343.7995439999995,0.0,sr1129,sys1693,part66
2123,2018-10-22,2018-03-12,Field Service,928.8599425000001,0.0,sr7194,sys1693,part1
2124,2018-11-14,2019-08-01,,25.64455083,0.0,sr20,sys1693,part465
2129,2019-11-10,2019-11-25,,8.631495275,0.0,sr6998,sys1693,part80
2130,2019-05-28,2019-06-21,Field Service,667.8211642000001,0.0,sr1248,sys1566,part343
2146,2020-11-27,2021-08-01,,12.27899297,0.0,sr4469,sys1528,part20
2149,2018-01-08,2018-09-24,Field Service,254.8853255,0.0,sr4123,sys1920,part24
2154,2018-02-03,2018-03-07,,0.05868899,0.0,sr4656,sys2165,part282
2155,2021-08-01,2021-09-03,Field Service,45.84310919,0.0,sr2590,sys1830,part71
2173,2018-01-01,2018-06-22,,293.8094972,0.0,sr15015,sys1350,part7
2183,2021-11-05,2021-06-20,Field Service,156.1739462,0.0,sr6441,sys1022,part107
2185,2019-12-10,2019-11-15,Field Service,1504.783197,0.0,sr8236,sys1936,part106
2190,2021-06-24,2021-07-30,,12.94312788,0.0,sr5896,sys1820,part184
2191,2021-09-08,2021-01-09,Field Service,973.6435659,0.0,sr5487,sys1820,part19
2199,2021-11-05,2021-06-14,,16.52940324,0.0,sr7924,sys1706,part160
2201,2018-08-30,2018-06-10,Field Service,12689.65063,0.0,sr7686,sys1723,part16
2205,2020-06-25,2020-03-08,,6.332911488,0.0,sr3859,sys1495,part252
2213,2019-07-06,2019-07-15,,27.69626466,0.0,sr6024,sys1880,part5
2214,2019-11-12,2020-11-19,,59.7961171,0.0,sr137,sys1880,part17
2218,2018-01-23,2018-05-03,Field Service,966.5147752999999,0.0,sr3449,sys1775,part1
2221,2021-07-19,2021-09-17,,11.48393561,0.0,sr8841,sys1785,part12
2239,2019-12-18,2020-01-21,Field Service,99.35713061,0.0,sr10778,sys1814,part49
2245,2020-03-03,2020-05-04,Field Service,175.0521966,0.0,sr6857,sys650,part10
2255,2017-02-14,2017-03-04,Field Service,103.7213177,0.0,sr12139,sys1771,part42
2288,2017-04-20,2017-05-20,Field Service,283.36906400000004,0.0,sr1250,sys1751,part7
2295,2020-09-30,2020-05-11,Field Service,14829.07351,0.0,sr2257,sys721,part3
2299,2016-08-18,2017-08-04,Field Service,263.6089032,0.0,sr2238,sys1919,part50
2302,2018-01-24,2018-04-29,Field Service,317.49576460000003,0.0,sr4943,sys1919,part165
2303,2020-12-21,2021-01-24,,18.39039342,0.0,sr2448,sys1919,part61
2310,2017-11-28,2018-02-01,Field Service,18697.065,0.0,sr2909,sys1981,part2
2327,2018-03-27,2018-10-05,Field Service,121.4288838,0.0,sr5662,sys1639,part10
2330,2018-06-18,2018-08-24,,1456.106282,,sr18681,sys1050,part13
2331,2019-08-20,2019-08-09,,0.0,,sr26217,sys1520,part162
2342,2018-11-13,2018-12-27,,1.74412742,0.0,sr11308,sys1959,part41
2356,2020-08-07,2020-05-09,,721.245213,0.0,sr4124,sys1912,part29
2362,2018-01-22,2018-02-24,,37.423120000000004,0.0,sr3773,sys1822,part21
2367,2020-11-08,2020-08-10,Field Service,227.810795,0.0,sr7340,sys2282,part11
2369,2019-09-20,2019-10-23,,0.747710855,0.0,sr2888,sys1699,part41
2370,2020-08-27,2021-02-01,Field Service,66.87793664,0.0,sr4786,sys1699,part18
2371,2018-02-20,2018-03-26,Field Service,19272.19081,0.0,sr1676,sys1699,part2
2377,2021-07-15,2021-05-09,Field Service,2121.054233,0.0,sr330,sys1800,part88
2383,2017-11-22,2018-06-01,,29.47903671,0.0,sr125,sys1757,part43
2402,2021-05-17,2021-06-21,Field Service,186.6640246,0.0,sr2624,sys2036,part10
2413,2016-05-20,2016-03-07,Field Service,8342.69095,0.0,sr1251,sys1388,part132
2424,2017-10-05,2017-11-06,Field Service,445.5593697,0.0,sr5753,sys2046,part22
2428,2017-07-04,2017-05-30,,1463.71,0.0,sr14938,sys1966,part227
2430,2017-03-20,2017-07-07,Field Service,943.27,0.0,sr195,sys1966,part8
2433,2019-01-10,2019-05-11,Field Service,31.02,0.0,sr2168,sys1929,part34
2437,2018-06-12,2019-01-02,Field Service,515.23,0.0,sr272,sys1929,part100
2439,2019-02-25,2019-11-04,Field Service,730.15,0.0,sr487,sys1929,part113
2440,2019-07-19,2019-08-09,Field Service,237.25,0.0,sr3538,sys1929,part81
2443,2017-09-11,2017-01-12,Field Service,943.27,0.0,sr2017,sys2351,part8
2446,2021-08-04,2021-04-06,,2.26538995,0.0,sr217,sys1763,part180
2454,2020-09-21,2020-10-26,Field Service,227.810795,0.0,sr4974,sys1539,part6
2458,2021-05-17,2021-09-25,,21.27114592,0.0,sr10350,sys2263,part402
2463,2016-09-16,2016-12-20,Field Service,47.63350870000001,0.0,sr1620,sys2249,part1089
2472,2020-06-17,2020-07-20,Field Service,1524.0217460000001,0.0,sr1454,sys1883,part146
2475,2017-06-26,2017-04-09,Field Service,74.58942223,0.0,sr1729,sys2234,part429
2479,2014-10-11,2014-12-20,Field Service,58.66086622,0.0,sr3463,sys1285,part443
2486,2013-06-28,2013-08-21,Field Service,0.0,0.0,sr100,sys1393,part58
2494,2019-05-03,2019-04-14,,580.5994676,0.0,sr4944,sys1852,part37
2498,2018-07-19,2018-11-21,,238.9017656,0.0,sr6032,sys1927,part6
2507,2017-12-12,2018-01-26,,25.12,0.0,sr5347,sys2065,part17
2514,2017-04-12,2018-02-24,Field Service,98.11,0.0,sr6011,sys2134,part42
2521,2018-11-06,2018-04-08,Field Service,248.31,0.0,sr572,sys1768,part24
2522,2021-05-26,2021-08-06,,30.08,0.0,sr2414,sys1768,part43
2524,2017-09-15,2017-10-24,Field Service,12853.47,0.0,sr3024,sys1768,part16
2527,2017-06-14,2017-07-18,Field Service,2487.46,0.0,sr1542,sys1768,part4
2539,2017-10-25,2018-02-13,Field Service,617.2816852999999,0.0,sr8266,sys2478,part1142
2541,2016-03-06,2016-09-08,Field Service,141.1938066,0.0,sr2983,sys1122,part492
2562,2021-08-13,2021-08-09,,10.15554924,0.0,sr8718,sys1121,part14
2568,2017-12-26,2018-01-30,,0.0,,sr17634,sys673,part418
2571,2017-03-21,2017-08-05,Field Service,367.1603056,0.0,sr316,sys1812,part117
2577,2020-05-22,2020-07-13,Field Service,49.86456746,0.0,sr883,sys1959,part35
2581,2020-09-18,2020-11-19,,17.9788374,0.0,sr1458,sys1767,part21
2587,2019-03-14,2019-04-22,Field Service,71.65356912,0.0,sr1899,sys1469,part251
2590,2019-12-27,2020-01-30,,17.49139031,0.0,sr489,sys1469,part39
2591,2018-02-11,2018-12-27,,2.57029304,0.0,sr5680,sys1829,part110
2594,2021-05-22,2021-06-28,,16.23105064,0.0,sr102,sys1912,part150
2595,2021-05-22,2021-06-28,Field Service,1624.535174,0.0,sr102,sys1912,part53
2602,2019-07-01,2019-01-22,Field Service,62.51498176,0.0,sr5747,sys1341,part147
2603,2020-11-05,2020-07-15,Field Service,214.0545846,0.0,sr7487,sys1471,part11
2608,2020-05-21,2020-06-22,Field Service,425.17014800000004,0.0,sr5923,sys2282,part79
2620,2020-04-02,2020-03-13,,34.23414638,0.0,sr5729,sys1757,part161
2621,2019-10-23,2019-11-23,Field Service,449.0679478999999,0.0,sr3051,sys1972,part99
2622,2019-09-26,2019-10-28,Field Service,61.07939656,0.0,sr5365,sys1972,part500
2626,2021-10-02,2021-02-04,,31.38351762,0.0,sr5231,sys1516,part43
2632,2021-01-03,2021-01-04,,17.95975688,0.0,sr2067,sys1227,part21
2639,2018-07-06,2018-12-10,,0.0,0.0,sr13507,sys1487,part98
2647,2018-03-12,2019-04-01,Field Service,251.91329950000002,0.0,sr5770,sys1837,part44
2650,2019-05-16,2019-06-19,Field Service,482.15280549999994,0.0,sr2876,sys1837,part109
2651,2019-07-29,2019-02-09,Field Service,223.71848909999997,0.0,sr3821,sys1837,part6
2660,2018-08-29,2018-01-11,Field Service,238.9017656,0.0,sr6167,sys1871,part11
2671,2020-12-14,2021-02-22,,31.38,0.0,sr368,sys1929,part17
2681,2017-01-20,2017-06-03,Field Service,15871.15512,0.0,sr3374,sys1380,part3
2687,2018-11-13,2019-11-01,Field Service,228.0392051,0.0,sr12087,sys2263,part11
2688,2018-07-20,2018-08-25,Field Service,111.6890915,0.0,sr1139,sys2263,part10
2696,2021-07-04,2021-10-05,,18.58391423,0.0,sr3580,sys1727,part48
2704,2019-08-27,2019-10-20,,11.1396392,0.0,sr294,sys1883,part728
2706,2019-06-06,2019-07-16,Field Service,774.2243258999999,0.0,sr376,sys2358,part1
2712,2018-04-23,2018-02-06,Field Service,246.9938676,0.0,sr4598,sys1616,part74
2714,2018-12-21,2019-03-02,Field Service,553.4405097,0.0,sr1641,sys1393,part514
2733,2020-08-27,2020-10-19,Field Service,66.18525229999999,0.0,sr6164,sys1927,part9
2736,2020-08-07,2020-12-08,Field Service,4916.619611,0.0,sr1469,sys2032,part195
2748,2020-12-17,2020-12-30,Field Service,426.4,0.0,sr11451,sys2065,part278
2753,2018-12-04,2018-05-21,Field Service,2443.78,0.0,sr4050,sys2134,part84
2755,2019-10-08,2019-10-26,Field Service,50.01,0.0,sr1630,sys2134,part35
2757,2017-11-15,2018-01-19,Field Service,659.66,0.0,sr6492,sys2136,part515
2764,2018-07-30,2018-04-11,Field Service,240.0,0.0,sr719,sys2477,part78
2793,2019-01-29,2019-03-15,Field Service,0.0,0.0,sr984,sys1345,part1
2802,2019-10-22,2019-10-25,Field Service,646.4099431,0.0,sr5277,sys1599,part29
2812,2014-03-19,2014-03-05,,109.2004001,0.0,sr2038,sys1125,part1196
2815,2016-10-26,2016-02-12,Field Service,869.2884527999998,0.0,sr5018,sys1121,part1
2816,2017-10-27,2017-10-12,Field Service,8695.386723,0.0,sr1455,sys1121,part133
2819,2018-12-02,2018-03-17,,352.96007389999994,0.0,sr14624,sys1121,part30
2822,2020-12-30,2021-08-01,,103.2063198,,sr17287,sys1583,part67
2823,2019-07-01,2019-11-02,,1171.8235869999999,,sr21116,sys1522,part13
2824,2019-12-04,2019-04-25,,0.0,,sr18870,sys1720,part4
2826,2018-11-06,2018-07-14,,31.01574528,0.0,sr5334,sys1812,part5
2830,2020-02-05,2021-09-01,Field Service,823.9385017999999,0.0,sr2228,sys1959,part1
2833,2021-02-06,2021-08-06,Field Service,719.5332165,0.0,sr821,sys1767,part118
2838,2021-03-26,2021-05-15,Field Service,68.47511167,0.0,sr5184,sys1603,part9
2843,2019-06-17,2019-07-24,Field Service,1155.074621,0.0,sr385,sys1469,part133
2851,2018-08-10,2019-03-29,,68.94132527,0.0,sr1332,sys1341,part17
2857,2018-02-22,2018-06-05,Field Service,254.05599109999997,0.0,sr6052,sys1699,part11
2863,2017-02-13,2017-03-18,Field Service,790.0988514999999,0.0,sr480,sys1800,part1
2867,2018-01-15,2018-03-16,Field Service,82.63347768,0.0,sr4,sys1914,part45
2879,2018-09-20,2018-10-27,Field Service,91.56379909,0.0,sr7760,sys1516,part335
2883,2017-12-20,2018-01-25,,2.09635348,0.0,sr1635,sys1227,part134
2885,2019-09-16,2019-10-20,,10.43117931,0.0,sr9861,sys2248,part20
2889,2018-03-08,2018-09-13,,47.75344126,0.0,sr5523,sys1810,part35
2890,2018-03-08,2018-09-13,,18.157201999999998,0.0,sr5523,sys1810,part21
2893,2015-10-29,2016-11-01,Field Service,811.8604379,0.0,sr4897,sys1897,part1
2896,2018-12-03,2018-12-04,Field Service,1280.991005,0.0,sr7617,sys1837,part188
2901,2018-05-14,2018-05-07,,5.855335338,0.0,sr12,sys1837,part467
2902,2018-07-06,2018-07-16,Field Service,64.31008896,0.0,sr9374,sys1837,part93
2908,2021-04-03,2021-04-19,Field Service,37.54968564,0.0,sr8607,sys1526,part293
2912,2019-10-29,2020-03-16,,11.3982505,0.0,sr74,sys1871,part12
2920,2020-05-08,2020-03-11,,11.73,0.0,sr6214,sys1929,part174
2921,2016-09-19,2017-01-25,Field Service,735.56,0.0,sr509,sys1929,part77
2935,2020-09-12,2021-01-20,Field Service,103.8618589,0.0,sr1675,sys1539,part130
2936,2019-09-25,2019-01-11,Field Service,223.5792537,0.0,sr3458,sys2263,part11
2937,2020-10-16,2020-11-26,,33.66491213,0.0,sr1312,sys2263,part75
2938,2019-09-25,2019-01-11,Field Service,223.5792537,0.0,sr3458,sys2263,part6
2949,2017-02-08,2017-04-11,Field Service,319.6527043,0.0,sr7167,sys1727,part62
2951,2016-11-29,2017-01-01,,304.5431139,0.0,sr13740,sys1727,part55
2952,2020-02-27,2020-09-21,,44.83911484,0.0,sr6077,sys1727,part205
2955,2019-03-10,2020-01-23,Field Service,189.5462856,0.0,sr3797,sys1038,part15
2958,2013-06-12,2014-01-24,Field Service,0.0,0.0,sr958,sys1883,part605
2960,2013-11-15,2014-03-16,Field Service,0.0,0.0,sr3684,sys1883,part91
2966,2021-04-30,2021-12-06,Field Service,199.1720804,0.0,sr9461,sys1797,part124
2967,2021-07-23,2021-12-09,Field Service,2536.799585,0.0,sr6969,sys1797,part4
2988,2019-05-12,2020-01-30,,4.08434985,0.0,sr6013,sys2032,part33
2993,2019-02-13,2019-03-26,Field Service,210.3834625,0.0,sr5605,sys2024,part86
3006,2020-08-26,2020-12-12,,58.32,0.0,sr62,sys1790,part304
3007,2021-01-04,2021-08-07,Field Service,1537.7,0.0,sr2298,sys1790,part53
3008,2020-09-25,2020-05-10,Field Service,835.51,0.0,sr7443,sys1790,part1
3010,2020-11-19,2020-11-28,Field Service,387.98,0.0,sr4135,sys1715,part368
3016,2016-12-10,2017-03-01,Field Service,460.74,0.0,sr8131,sys1768,part73
3025,2021-04-15,2021-02-06,Field Service,14461.62944,0.0,sr3982,sys1345,part3
3028,2015-12-28,2016-04-02,Field Service,12532.37699,0.0,sr2906,sys1122,part16
3048,2018-11-26,2018-12-17,,0.0,,sr18538,sys1774,part659
3050,2019-07-24,2019-10-26,Field Service,176.6947313,0.0,sr428,sys1812,part182
3065,2017-08-05,2017-02-10,Field Service,84.82189268,0.0,sr12510,sys1469,part105
3068,2019-03-14,2019-04-22,,18.08362189,0.0,sr1899,sys1469,part39
3070,2018-11-06,2018-07-13,Field Service,662.3215372999999,0.0,sr7919,sys1912,part122
3073,2021-01-20,2021-06-03,Field Service,292.65233010000003,0.0,sr14919,sys1912,part62
3075,2018-01-22,2018-02-24,Field Service,133.57380759999998,0.0,sr5448,sys1822,part94
3083,2019-11-26,2019-12-30,,66.22635098,0.0,sr5528,sys2282,part25
3085,2018-04-21,2018-05-27,,19643.64146,0.0,sr266,sys1699,part2
3088,2018-04-13,2018-05-20,,18.19431643,0.0,sr5808,sys1800,part622
3100,2020-07-12,2021-01-22,Field Service,780.8819204,0.0,sr7774,sys1516,part29
3102,2016-12-29,2017-02-02,Field Service,47.52145915,0.0,sr6146,sys1396,part46
3107,2021-06-29,2021-07-31,Field Service,1022.8047439999999,0.0,sr8681,sys1396,part19
3112,2020-06-26,2020-07-31,,4.217456985,0.0,sr5938,sys1227,part38
3119,2018-01-22,2018-08-03,,0.8821164,0.0,sr1374,sys1810,part41
3120,2020-02-12,2021-06-23,Field Service,257.00060759999997,0.0,sr8946,sys1810,part85
3126,2021-08-09,2021-09-14,Field Service,0.0,0.0,sr164,sys1475,part53
3128,2018-03-21,2018-07-06,,26.44161165,0.0,sr13041,sys1837,part349
3129,2018-02-23,2018-03-29,Field Service,91.27633118,0.0,sr2834,sys1837,part498
3133,2019-09-05,2019-10-06,Field Service,709.9095302999999,0.0,sr6309,sys1837,part29
3136,2020-09-04,2020-05-22,Field Service,271.6005492,0.0,sr9087,sys1558,part62
3138,2016-05-20,2016-03-07,Field Service,826.4150293,0.0,sr1251,sys1388,part1
3140,2019-03-18,2019-02-06,Field Service,231.93825690000003,0.0,sr6130,sys1388,part86
3148,2020-01-27,2020-03-17,Field Service,60.04,0.0,sr6595,sys1929,part93
3149,2021-03-22,2021-05-31,,9.9,0.0,sr69,sys1929,part14
3152,2021-04-05,2021-06-16,,2.776912,0.0,sr1091,sys2033,part160
3153,2021-04-05,2021-06-16,Field Service,238.53674080000002,0.0,sr1091,sys2033,part24
3162,2020-10-15,2020-11-18,Field Service,99.69349025,0.0,sr6732,sys1949,part67
3169,2019-12-18,2020-07-02,Field Service,42.68694525,0.0,sr5553,sys1600,part34
3171,2020-10-26,2020-09-12,,6.46966606,0.0,sr5639,sys1727,part235
3177,2017-03-30,2017-05-05,Field Service,653.4853178,0.0,sr4427,sys1038,part64
3184,2020-05-22,2020-06-08,Field Service,87.7720925,0.0,sr1443,sys2234,part477
3187,2015-08-24,2015-09-25,Field Service,818.8449291000001,0.0,sr5983,sys1285,part1
3199,2018-06-20,2018-07-23,Field Service,356.5779942,0.0,sr11129,sys1393,part137
3202,2017-04-28,2017-05-30,Field Service,292.76,0.0,sr3701,sys1617,part7
3203,2020-12-23,2021-02-22,Field Service,62.0,0.0,sr5110,sys1646,part18
3204,2017-11-30,2018-01-25,,6500.0,0.0,sr20625,sys1646,part1071
3216,2017-09-25,2017-11-13,,1.364536058,0.0,sr7397,sys1927,part248
3227,2019-10-06,2019-07-21,Field Service,392.18,0.0,sr4746,sys2134,part90
3230,2018-08-12,2019-12-02,Field Service,792.94,0.0,sr193,sys2134,part1
3236,2017-01-31,2017-05-03,,250.0,0.0,sr22740,sys2111,part846
3239,2021-02-25,2021-06-29,,8.03,0.0,sr19,sys1790,part397
3240,2020-08-26,2020-12-12,Field Service,103.92,0.0,sr62,sys1790,part159
3243,2021-06-29,2021-07-26,Field Service,205.14,0.0,sr13677,sys1834,part15
3251,2019-05-20,2019-10-27,Field Service,468.76,0.0,sr3663,sys1768,part22
3253,2018-06-08,2018-10-15,Field Service,297.01,0.0,sr5370,sys1768,part47
3263,2017-03-21,2017-05-14,Field Service,363.4036079,0.0,sr3318,sys1345,part77
3274,2014-10-09,2014-10-19,Field Service,2499.513601,0.0,sr4015,sys1599,part58
3275,2015-10-26,2015-11-28,Field Service,309.6077954,0.0,sr13172,sys1599,part30
3280,2014-03-19,2014-03-05,,274.2286646,0.0,sr2038,sys1125,part11
3299,2017-11-12,2017-12-27,Field Service,1030.318311,0.0,sr3923,sys1808,part8
3302,2021-08-02,2021-02-18,Field Service,2561.094684,0.0,sr6780,sys1776,part4
3317,2021-01-28,2021-02-08,Field Service,339.711254,0.0,sr4012,sys1769,part65
3318,2019-08-05,2019-05-14,Field Service,2189.586119,0.0,sr2509,sys1769,part4
3319,2021-01-28,2021-02-08,Field Service,244.08772459999997,0.0,sr4012,sys1769,part11
3320,2017-02-06,2017-06-19,Field Service,16140.718219999999,0.0,sr1005,sys1786,part2
3328,2017-03-20,2017-08-05,Field Service,485.85881330000007,0.0,sr2737,sys1862,part103
3335,2017-07-19,2018-05-03,Field Service,674.4272714,0.0,sr2846,sys2344,part515
3338,2020-07-05,2020-06-13,Field Service,308.8282815,0.0,sr12145,sys850,part26
3360,2019-07-11,2019-12-13,Field Service,251.4018892,0.0,sr11411,sys1583,part102
3365,2019-05-29,2019-01-09,,39.35902345,0.0,sr2751,sys1522,part555
3371,2018-07-30,2018-01-09,Field Service,12713.19284,0.0,sr2538,sys1729,part27
3373,2019-09-05,2019-06-18,Field Service,14710.556,0.0,sr2970,sys1693,part2
3384,2018-07-03,2020-10-03,,21.27526644,0.0,sr2592,sys1701,part95
3388,2020-01-21,2020-04-20,,12.41760366,0.0,sr2957,sys1920,part184
3400,2020-07-22,2020-09-21,Field Service,85.63809125,0.0,sr369,sys1971,part45
3405,2020-07-24,2020-12-08,Field Service,1031.631908,0.0,sr1359,sys1451,part19
3414,2020-09-01,2020-02-15,,28.28454167,0.0,sr7171,sys1796,part5
3416,2019-02-12,2020-12-01,Field Service,11556.71672,0.0,sr346,sys1713,part27
3418,2020-12-16,2021-01-23,Field Service,629.3916882999999,0.0,sr5666,sys1629,part97
3420,2020-12-15,2021-06-02,Field Service,457.4917839,0.0,sr877,sys1629,part380
3422,2021-04-01,2021-02-15,Field Service,246.8672168,0.0,sr3082,sys1629,part11
3431,2018-11-04,2018-05-22,,10.72453611,0.0,sr3091,sys1668,part565
3432,2017-09-26,2017-11-17,Field Service,224.39107669999999,0.0,sr3066,sys1820,part202
3433,2021-02-02,2021-03-13,Field Service,302.3296454,0.0,sr523,sys2104,part330
3446,2021-06-16,2021-07-19,Field Service,202.4134253,0.0,sr9806,sys1706,part156
3457,2018-10-15,2018-11-23,Field Service,162.7825989,0.0,sr604,sys1581,part18
3461,2017-08-11,2017-11-12,Field Service,59.00683695,0.0,sr2913,sys1785,part212
3464,2020-03-11,2021-01-19,,36.77783156,0.0,sr1160,sys931,part1006
3474,2018-10-30,2018-12-23,,10.73356598,0.0,sr448,sys1814,part621
3486,2020-04-27,2020-07-06,Field Service,717.971013,0.0,sr3524,sys2006,part113
3491,2020-10-12,2021-02-15,Field Service,245.80149590000002,0.0,sr7024,sys1647,part6
3493,2019-04-24,2019-02-07,,107.92153770000002,0.0,sr7140,sys1219,part17
3501,2020-12-21,2021-05-02,Field Service,144.80363830000002,0.0,sr1779,sys1573,part501
3503,2020-05-08,2020-09-19,Field Service,2868.92241,0.0,sr5358,sys1573,part350
3506,2020-09-24,2020-10-11,,29.58865441,0.0,sr11470,sys1725,part98
3516,2019-01-23,2019-03-05,,28.48261957,0.0,sr8956,sys1559,part5
3526,2017-12-04,2017-04-06,,888.7455967,0.0,sr4659,sys1850,part955
3534,2017-11-14,2018-11-06,Field Service,82.72086071,0.0,sr15706,sys1673,part404
3536,2020-10-11,2020-12-21,,14.55025179,0.0,sr8151,sys1673,part143
3537,2019-04-16,2019-05-21,Field Service,354.26368210000004,0.0,sr10152,sys721,part30
3542,2019-08-08,2019-04-10,Field Service,280.8379403,0.0,sr2558,sys721,part47
3548,2019-04-17,2019-07-14,Field Service,241.61757459999998,0.0,sr11035,sys1334,part74
3549,2020-04-09,2021-06-04,,21.40240935,0.0,sr4514,sys1334,part584
3560,2020-10-07,2020-08-24,,12.09874091,0.0,sr14971,sys2129,part174
3561,2021-03-26,2021-08-06,,8.08398657,0.0,sr950,sys2129,part341
3564,2021-06-30,2021-07-08,,6.649222591,0.0,sr2229,sys1681,part252
3570,2021-06-29,2021-12-08,Field Service,592.8432537,0.0,sr1684,sys1651,part121
3575,2019-01-23,2019-02-24,Field Service,954.0072256000001,0.0,sr6761,sys1527,part56
3577,2021-01-04,2021-05-17,Field Service,98.55638593,0.0,sr8855,sys1527,part51
3582,2019-06-24,2019-02-08,,0.011149865,0.0,sr1176,sys2086,part715
3584,2021-04-03,2021-04-15,Field Service,51.88424409,0.0,sr3582,sys2086,part1118
3589,2018-06-07,2018-03-08,,0.0,,sr17464,sys1581,part88
3591,2020-10-07,2020-12-10,,4.3177095,0.0,sr954,sys1667,part38
3592,2018-08-03,2018-12-04,Field Service,314.9167441,0.0,sr7223,sys1667,part7
3594,2017-03-21,2017-08-05,Field Service,130.0922655,0.0,sr316,sys1812,part36
