,dummy_sr_number,dummy_sysid,sr_open_date,count
702,sr721,sys2083,2019-01-03,11
703,sr808,sys1837,2017-07-11,11
704,sr722,sys1648,2018-03-23,11
705,sr723,sys1736,2017-05-10,11
706,sr724,sys792,2019-11-09,11
707,sr725,sys1862,2019-08-28,11
708,sr726,sys1929,2021-07-05,11
709,sr727,sys1910,2017-10-19,11
710,sr728,sys1771,2020-07-09,11
711,sr786,sys935,2016-12-09,11
712,sr729,sys2162,2018-12-14,11
713,sr801,sys1576,2020-06-07,11
714,sr730,sys819,2018-05-18,11
715,sr807,sys2269,2018-03-05,11
716,sr711,sys1701,2017-02-17,11
717,sr788,sys1520,2018-03-13,11
718,sr785,sys1219,2018-04-26,11
719,sr709,sys1640,2017-03-27,11
720,sr688,sys1884,2017-07-08,11
721,sr779,sys1730,2018-01-17,11
722,sr790,sys671,2017-10-27,11
723,sr690,sys1824,2017-05-22,11
724,sr691,sys1959,2018-10-31,11
725,sr692,sys1611,2019-04-22,11
726,sr693,sys1728,2020-05-28,11
727,sr694,sys1669,2019-04-23,11
728,sr695,sys2087,2019-01-29,11
729,sr811,sys732,2019-05-27,11
730,sr696,sys2043,2017-01-25,11
731,sr697,sys1125,2013-07-11,11
732,sr698,sys1573,2020-10-07,11
733,sr699,sys1519,2019-12-11,11
734,sr700,sys1357,2021-05-19,11
735,sr701,sys1589,2017-11-20,11
736,sr702,sys1723,2018-12-21,11
737,sr703,sys1100,2021-05-03,11
738,sr810,sys1012,2018-05-09,11
739,sr789,sys1634,2019-08-05,11
740,sr704,sys795,2018-10-22,11
741,sr705,sys1041,2020-06-26,11
742,sr706,sys1463,2019-09-01,11
743,sr707,sys1041,2016-03-24,11
744,sr708,sys1861,2021-07-29,11
745,sr731,sys1921,2020-02-19,11
746,sr732,sys1926,2016-11-21,11
747,sr687,sys1484,2017-12-07,11
748,sr756,sys1357,2021-04-14,11
749,sr758,sys1548,2016-08-16,11
750,sr804,sys1884,2020-04-05,11
751,sr759,sys1174,2018-01-05,11
752,sr781,sys1757,2019-03-18,11
753,sr760,sys884,2021-05-07,11
754,sr761,sys2417,2018-07-03,11
755,sr780,sys1834,2019-03-14,11
756,sr762,sys1728,2020-05-02,11
757,sr763,sys1929,2019-08-05,11
758,sr764,sys1116,2017-01-02,11
759,sr765,sys1566,2020-06-10,11
760,sr766,sys1527,2019-08-11,11
761,sr767,sys1728,2020-09-22,11
762,sr803,sys686,2019-10-14,11
763,sr768,sys1382,2017-03-11,11
764,sr769,sys1795,2019-12-20,11
765,sr770,sys1100,2020-08-24,11
766,sr771,sys1575,2020-03-30,11
767,sr772,sys1517,2016-12-30,11
768,sr773,sys968,2015-03-06,11
769,sr774,sys819,2018-02-07,11
770,sr775,sys2230,2015-04-15,11
771,sr776,sys2461,2019-05-20,11
772,sr802,sys1495,2017-06-09,11
773,sr777,sys2225,2018-09-07,11
774,sr757,sys1878,2018-08-30,11
775,sr755,sys834,2021-06-15,11
776,sr733,sys1795,2021-07-22,11
777,sr754,sys2426,2018-01-18,11
778,sr734,sys1713,2019-12-30,11
779,sr735,sys641,2020-04-11,11
780,sr736,sys1720,2020-08-20,11
781,sr737,sys1644,2018-03-22,11
782,sr738,sys1444,2018-07-30,11
783,sr739,sys1598,2019-08-23,11
784,sr784,sys1567,2018-04-15,11
785,sr806,sys1393,2013-09-19,11
786,sr740,sys1522,2019-11-10,11
787,sr783,sys2018,2019-09-29,11
788,sr741,sys2102,2017-08-22,11
789,sr742,sys1883,2020-04-22,11
790,sr743,sys1917,2018-05-25,11
791,sr744,sys2510,2018-11-05,11
792,sr745,sys462,2019-07-17,11
793,sr746,sys1504,2018-10-30,11
794,sr747,sys1616,2018-10-30,11
795,sr748,sys2363,2017-03-13,11
796,sr749,sys795,2020-01-20,11
797,sr805,sys1673,2018-04-17,11
798,sr782,sys1524,2017-03-24,11
799,sr750,sys2307,2019-11-09,11
800,sr751,sys1863,2021-07-20,11
801,sr752,sys649,2019-07-02,11
802,sr753,sys1880,2017-11-09,11
803,sr791,sys1898,2020-04-11,11
804,sr689,sys2257,2017-08-02,11
805,sr812,sys1609,2017-07-06,11
806,sr658,sys2344,2017-10-13,11
807,sr795,sys1956,2016-10-14,11
808,sr823,sys2501,2018-04-25,11
809,sr822,sys1023,2018-08-06,11
810,sr821,sys1767,2021-02-06,11
811,sr820,sys1869,2019-10-25,11
812,sr800,sys1663,2021-04-30,11
813,sr686,sys875,2020-06-06,11
814,sr794,sys1929,2017-11-16,11
815,sr818,sys2089,2019-11-09,11
816,sr817,sys1442,2021-03-22,11
817,sr816,sys1495,2018-11-27,11
818,sr650,sys2510,2018-08-10,11
819,sr793,sys1800,2019-11-02,11
820,sr651,sys1396,2020-08-04,11
821,sr652,sys680,2021-06-04,11
822,sr653,sys1883,2019-11-26,11
823,sr654,sys1674,2021-01-26,11
824,sr655,sys1458,2019-11-19,11
825,sr656,sys2299,2018-11-04,11
826,sr824,sys1122,2016-01-15,11
827,sr825,sys1510,2018-10-17,11
828,sr796,sys1350,2017-09-15,11
829,sr835,sys1463,2018-10-22,11
830,sr843,sys1503,2019-08-01,11
831,sr842,sys1579,2017-08-16,11
832,sr841,sys1746,2021-04-29,11
833,sr840,sys1719,2020-09-17,11
834,sr839,sys832,2020-11-27,11
835,sr838,sys641,2021-02-03,11
836,sr837,sys1713,2019-12-09,11
837,sr836,sys1717,2017-02-05,11
838,sr834,sys1699,2020-08-03,11
839,sr826,sys1591,2020-02-12,11
840,sr833,sys972,2019-04-02,11
841,sr832,sys1496,2015-12-20,11
842,sr831,sys2031,2017-11-27,11
843,sr830,sys2318,2019-05-03,11
844,sr797,sys1842,2017-01-31,11
845,sr829,sys2061,2017-08-29,11
846,sr828,sys1564,2020-04-05,11
847,sr827,sys623,2019-04-27,11
848,sr657,sys745,2015-09-14,11
849,sr819,sys637,2017-05-01,11
850,sr659,sys1001,2017-01-12,11
851,sr669,sys1554,2018-09-10,11
852,sr670,sys981,2019-01-31,11
853,sr671,sys710,2018-06-09,11
854,sr672,sys735,2020-10-15,11
855,sr673,sys927,2016-11-17,11
856,sr674,sys1646,2018-11-04,11
857,sr815,sys2057,2019-04-04,11
858,sr676,sys1333,2020-01-14,11
859,sr677,sys1736,2021-04-21,11
860,sr813,sys1529,2020-06-15,11
861,sr678,sys1883,2018-10-31,11
862,sr679,sys1114,2020-06-07,11
863,sr680,sys1418,2019-03-19,11
864,sr681,sys1201,2019-09-30,11
865,sr682,sys2087,2017-06-11,11
866,sr683,sys1897,2020-01-16,11
867,sr684,sys2087,2019-12-11,11
868,sr685,sys1100,2016-02-08,11
869,sr792,sys1834,2020-04-28,11
870,sr675,sys875,2018-02-01,11
871,sr778,sys1762,2020-06-15,11
872,sr664,sys1418,2017-03-15,11
873,sr665,sys1837,2018-06-04,11
874,sr661,sys1901,2018-06-26,11
875,sr666,sys986,2020-02-11,11
876,sr667,sys1723,2017-11-15,11
877,sr668,sys795,2017-05-18,11
878,sr814,sys1312,2018-12-20,11
879,sr662,sys923,2018-03-04,11
880,sr663,sys1858,2020-04-30,11
881,sr660,sys1136,2019-07-03,11
882,sr1075,sys875,2021-11-02,10
883,sr1067,sys2273,2017-02-27,10
884,sr1003,sys1652,2019-01-21,10
885,sr904,sys2065,2019-10-05,10
886,sr903,sys1795,2020-07-23,10
887,sr1076,sys1660,2019-12-16,10
888,sr883,sys1959,2020-05-22,10
889,sr905,sys1723,2017-12-29,10
890,sr906,sys875,2019-10-28,10
891,sr1077,sys680,2019-10-29,10
892,sr1068,sys1824,2019-04-26,10
893,sr1065,sys1050,2020-10-26,10
894,sr884,sys1449,2017-02-23,10
895,sr1078,sys1504,2017-04-09,10
896,sr1069,sys979,2015-12-17,10
897,sr907,sys1602,2017-06-22,10
898,sr991,sys1895,2020-09-17,10
899,sr890,sys1831,2020-07-13,10
900,sr908,sys2125,2018-09-27,10
901,sr888,sys1226,2020-02-19,10
902,sr1079,sys1779,2019-01-07,10
903,sr1074,sys2146,2017-02-28,10
904,sr894,sys1138,2017-02-14,10
905,sr902,sys2146,2020-08-26,10
906,sr992,sys2320,2018-05-03,10
907,sr885,sys1859,2019-03-09,10
908,sr895,sys1770,2017-01-25,10
909,sr1000,sys1469,2018-09-17,10
910,sr896,sys1936,2019-01-29,10
911,sr889,sys650,2017-10-17,10
912,sr893,sys744,2020-06-18,10
913,sr897,sys1862,2019-07-11,10
914,sr892,sys1442,2020-07-05,10
915,sr898,sys854,2021-02-17,10
916,sr886,sys1514,2017-06-12,10
917,sr1002,sys932,2018-12-09,10
918,sr901,sys1730,2017-04-13,10
919,sr899,sys1751,2019-08-01,10
920,sr1154,sys1606,2018-05-07,10
921,sr1066,sys643,2017-10-23,10
922,sr1070,sys1920,2018-07-05,10
923,sr887,sys1784,2020-08-28,10
924,sr1071,sys1854,2021-07-16,10
925,sr1072,sys1807,2020-02-17,10
926,sr891,sys1682,2020-10-03,10
927,sr900,sys1770,2019-02-18,10
928,sr1001,sys1595,2020-10-21,10
929,sr1073,sys834,2020-06-16,10
930,sr1058,sys1071,2020-08-10,10
931,sr1004,sys1393,2019-06-14,10
932,sr1026,sys2331,2020-05-05,10
933,sr1047,sys1121,2021-07-09,10
934,sr1031,sys1760,2018-10-12,10
935,sr1030,sys635,2021-09-07,10
936,sr1029,sys1300,2019-10-22,10
937,sr1028,sys1469,2017-09-08,10
938,sr1027,sys1599,2019-12-16,10
939,sr1048,sys1851,2018-04-04,10
940,sr1020,sys1992,2017-07-12,10
941,sr1025,sys1944,2020-05-21,10
942,sr1024,sys2244,2018-10-25,10
943,sr997,sys1731,2016-08-18,10
944,sr1023,sys1420,2017-10-25,10
945,sr1022,sys1413,2018-12-19,10
946,sr1021,sys1611,2018-04-22,10
947,sr1032,sys1629,2017-04-13,10
948,sr996,sys1446,2020-07-17,10
949,sr1033,sys1561,2019-09-08,10
950,sr1034,sys1547,2020-09-10,10
951,sr1035,sys1701,2019-12-11,10
952,sr1080,sys1001,2018-09-02,10
953,sr1046,sys2111,2020-09-07,10
954,sr1036,sys1075,2018-10-26,10
955,sr1037,sys1824,2019-02-13,10
956,sr1038,sys1640,2020-11-16,10
957,sr1039,sys1701,2018-08-28,10
958,sr1040,sys1632,2019-09-25,10
959,sr1041,sys1573,2020-08-19,10
960,sr1045,sys1704,2019-03-26,10
961,sr995,sys1820,2020-05-26,10
962,sr1042,sys2510,2018-01-22,10
963,sr1043,sys1589,2018-10-01,10
964,sr1049,sys1138,2020-08-29,10
965,sr1019,sys832,2017-11-17,10
966,sr1064,sys1993,2019-09-23,10
967,sr1007,sys1002,2018-08-31,10
968,sr1057,sys1706,2019-10-10,10
969,sr1009,sys1448,2017-02-01,10
970,sr1044,sys1266,2018-09-19,10
971,sr1008,sys635,2018-10-08,10
972,sr1059,sys1872,2021-03-19,10
973,sr993,sys2248,2018-06-20,10
974,sr1060,sys1311,2014-08-19,10
975,sr1018,sys1615,2021-11-04,10
976,sr1006,sys2058,2017-01-13,10
977,sr1061,sys807,2014-03-12,10
978,sr999,sys1927,2018-09-10,10
979,sr1062,sys1588,2020-12-28,10
980,sr1005,sys1786,2017-02-06,10
981,sr1063,sys1720,2017-06-13,10
982,sr1010,sys1388,2020-10-08,10
983,sr1011,sys1488,2018-01-19,10
984,sr1012,sys1615,2021-01-06,10
985,sr1056,sys1305,2020-10-23,10
986,sr1013,sys2257,2019-08-04,10
987,sr1055,sys1804,2017-10-23,10
988,sr1054,sys732,2019-12-06,10
989,sr1014,sys649,2019-05-28,10
990,sr1053,sys1670,2021-01-28,10
991,sr998,sys1050,2017-12-13,10
992,sr1052,sys1621,2020-05-27,10
993,sr1051,sys1530,2021-08-02,10
994,sr1015,sys1757,2018-08-17,10
995,sr994,sys2040,2018-08-22,10
996,sr1016,sys2037,2019-12-09,10
997,sr1017,sys2084,2018-01-22,10
998,sr1050,sys2140,2019-01-17,10
999,sr909,sys1668,2018-06-28,10
1000,sr1153,sys1977,2017-08-16,10
1001,sr1125,sys1623,2018-05-06,10
1002,sr1123,sys1898,2019-01-10,10
1003,sr1129,sys1693,2017-02-15,10
1004,sr958,sys1883,2013-06-12,10
1005,sr1128,sys709,2020-02-18,10
1006,sr957,sys2461,2019-01-24,10
1007,sr915,sys1611,2017-02-13,10
1008,sr1127,sys1852,2017-05-01,10
1009,sr1098,sys1495,2019-11-19,10
1010,sr956,sys1611,2019-11-28,10
1011,sr1126,sys1746,2018-01-17,10
1012,sr955,sys1333,2019-12-04,10
1013,sr1087,sys1768,2018-09-07,10
1014,sr1124,sys1663,2021-02-06,10
1015,sr954,sys1667,2020-10-07,10
1016,sr953,sys1615,2018-01-31,10
1017,sr912,sys921,2018-01-23,10
1018,sr952,sys1087,2018-03-21,10
1019,sr986,sys2458,2018-05-15,10
1020,sr916,sys1393,2017-04-05,10
1021,sr951,sys2010,2018-03-29,10
1022,sr1122,sys1623,2018-10-12,10
1023,sr950,sys2129,2021-03-26,10
1024,sr1121,sys1943,2019-08-27,10
1025,sr1120,sys2225,2019-11-25,10
1026,sr990,sys1393,2013-08-04,10
1027,sr949,sys1449,2020-09-09,10
1028,sr1119,sys1033,2019-09-04,10
1029,sr948,sys1564,2020-04-16,10
1030,sr1118,sys1584,2019-05-09,10
1031,sr959,sys1902,2019-10-15,10
1032,sr1130,sys1473,2019-04-02,10
1033,sr1131,sys2425,2019-08-05,10
1034,sr960,sys2001,2019-12-23,10
1035,sr1084,sys1599,2017-07-06,10
1036,sr1141,sys1834,2020-10-03,10
1037,sr970,sys1570,2020-06-23,10
1038,sr984,sys1345,2019-01-29,10
1039,sr1140,sys1916,2021-03-05,10
1040,sr969,sys2101,2019-07-24,10
1041,sr1139,sys2263,2018-07-20,10
1042,sr968,sys1806,2016-11-18,10
1043,sr1138,sys1415,2017-10-17,10
1044,sr967,sys1624,2019-10-17,10
1045,sr1137,sys1396,2019-02-26,10
1046,sr1136,sys732,2018-08-20,10
1047,sr966,sys1891,2021-09-07,10
1048,sr913,sys2230,2017-01-23,10
1049,sr1135,sys870,2018-09-10,10
1050,sr965,sys1609,2017-06-26,10
1051,sr1085,sys1646,2020-01-09,10
1052,sr1134,sys2111,2021-10-06,10
1053,sr964,sys1539,2017-12-28,10
1054,sr1133,sys1929,2016-09-23,10
1055,sr963,sys1898,2019-01-21,10
1056,sr914,sys1975,2019-06-13,10
1057,sr962,sys1630,2021-09-20,10
1058,sr1132,sys1114,2020-11-05,10
1059,sr961,sys1203,2019-08-21,10
1060,sr985,sys1914,2018-08-05,10
1061,sr1086,sys1701,2016-10-27,10
1062,sr947,sys1929,2018-11-30,10
1063,sr1117,sys1522,2019-02-05,10
1064,sr917,sys1644,2017-09-25,10
1065,sr936,sys1759,2018-04-07,10
1066,sr1093,sys1609,2019-09-16,10
1067,sr922,sys716,2015-02-01,10
1068,sr1094,sys1486,2021-08-27,10
1069,sr935,sys461,2017-09-03,10
1070,sr923,sys1820,2016-06-30,10
1071,sr1095,sys1979,2017-01-17,10
1072,sr1105,sys719,2021-12-01,10
1073,sr934,sys605,2019-02-01,10
1074,sr924,sys1599,2017-06-10,10
1075,sr1096,sys2002,2017-06-06,10
1076,sr988,sys1727,2020-04-11,10
1077,sr1104,sys812,2019-05-15,10
1078,sr933,sys1100,2016-02-06,10
1079,sr925,sys1834,2019-09-09,10
1080,sr989,sys1563,2019-02-12,10
1081,sr929,sys1345,2020-05-22,10
1082,sr1100,sys1771,2018-07-02,10
1083,sr1099,sys635,2021-09-04,10
1084,sr1101,sys1693,2021-05-02,10
1085,sr926,sys1701,2020-06-23,10
1086,sr932,sys2206,2020-06-19,10
1087,sr1103,sys1965,2017-04-06,10
1088,sr930,sys709,2018-05-15,10
1089,sr1097,sys1966,2016-09-26,10
1090,sr928,sys1896,2021-06-22,10
1091,sr927,sys2042,2021-03-15,10
1092,sr931,sys2011,2017-05-29,10
1093,sr1106,sys1597,2018-03-10,10
1094,sr921,sys732,2019-07-18,10
1095,sr946,sys1430,2020-01-27,10
1096,sr1092,sys1760,2017-11-09,10
1097,sr1116,sys1709,2015-10-14,10
1098,sr945,sys2269,2017-06-02,10
1099,sr1115,sys1608,2020-04-14,10
1100,sr1114,sys924,2018-01-29,10
1101,sr1088,sys2165,2019-04-16,10
1102,sr944,sys2320,2018-12-11,10
1103,sr987,sys1023,2021-11-01,10
1104,sr943,sys1100,2020-05-25,10
1105,sr942,sys1485,2015-11-30,10
1106,sr1113,sys2305,2016-11-25,10
1107,sr918,sys1497,2021-01-26,10
1108,sr941,sys795,2018-11-29,10
1109,sr1112,sys2295,2020-03-09,10
1110,sr940,sys1778,2019-12-02,10
1111,sr1111,sys1715,2020-08-12,10
1112,sr1110,sys1734,2018-09-08,10
1113,sr939,sys1543,2020-04-07,10
1114,sr1109,sys1530,2017-06-10,10
1115,sr1089,sys1266,2020-03-07,10
1116,sr938,sys2029,2017-12-06,10
1117,sr919,sys1822,2017-12-09,10
1118,sr1108,sys1375,2018-08-27,10
1119,sr1090,sys1518,2020-09-11,10
1120,sr937,sys1778,2021-03-16,10
1121,sr1091,sys2033,2021-04-05,10
1122,sr920,sys1981,2021-05-02,10
1123,sr1107,sys1776,2020-09-14,10
1124,sr971,sys832,2017-10-13,10
1125,sr1102,sys2171,2016-10-17,10
1126,sr1195,sys1673,2019-11-21,10
1127,sr1149,sys1971,2020-01-17,10
1128,sr977,sys1715,2019-09-17,10
1129,sr1150,sys1382,2018-01-23,10
1130,sr980,sys771,2017-02-27,10
1131,sr1143,sys1664,2020-06-18,10
1132,sr973,sys864,2020-04-17,10
1133,sr1177,sys2282,2016-10-18,10
1134,sr1145,sys870,2020-02-04,10
1135,sr976,sys1203,2015-03-27,10
1136,sr1190,sys1420,2019-05-12,10
1137,sr978,sys1444,2019-07-06,10
1138,sr1176,sys2086,2019-06-24,10
1139,sr1175,sys721,2017-09-26,10
1140,sr1174,sys1822,2018-09-21,10
1141,sr1173,sys2017,2017-02-03,10
1142,sr1198,sys1876,2018-02-15,10
1143,sr1172,sys1023,2017-11-21,10
1144,sr1197,sys1380,2019-09-10,10
1145,sr1191,sys618,2018-08-22,10
1146,sr1178,sys2009,2021-04-01,10
1147,sr1199,sys1932,2019-08-05,10
1148,sr1189,sys1812,2020-06-22,10
1149,sr1194,sys2256,2020-09-11,10
1150,sr1186,sys1508,2019-08-22,10
1151,sr1185,sys1993,2019-05-07,10
1152,sr979,sys1136,2019-08-23,10
1153,sr1200,sys1520,2020-06-10,10
1154,sr1184,sys1966,2018-09-13,10
1155,sr911,sys1912,2016-01-11,10
1156,sr1183,sys648,2019-11-15,10
1157,sr974,sys2470,2018-05-18,10
1158,sr1182,sys637,2019-03-22,10
1159,sr1187,sys1902,2018-03-22,10
1160,sr1148,sys735,2020-09-14,10
1161,sr1144,sys968,2018-03-14,10
1162,sr1181,sys1591,2020-09-28,10
1163,sr1188,sys730,2020-04-27,10
1164,sr1180,sys2219,2018-09-06,10
1165,sr983,sys1375,2019-11-27,10
1166,sr1179,sys2472,2017-01-03,10
1167,sr1196,sys884,2016-07-09,10
1168,sr1147,sys1732,2017-01-19,10
1169,sr1171,sys1713,2020-03-13,10
1170,sr1166,sys1699,2017-07-08,10
1171,sr1159,sys2024,2019-05-02,10
1172,sr982,sys2344,2017-01-17,10
1173,sr1146,sys1476,2021-01-28,10
1174,sr1152,sys1447,2018-12-24,10
1175,sr1168,sys1375,2018-07-05,10
1176,sr1167,sys2087,2017-01-19,10
1177,sr972,sys1375,2020-04-27,10
1178,sr1142,sys2079,2018-02-13,10
1179,sr1160,sys931,2020-03-11,10
1180,sr1161,sys619,2017-05-15,10
1181,sr1165,sys709,2017-07-13,10
1182,sr1082,sys1543,2019-12-20,10
1183,sr1164,sys1448,2017-04-03,10
1184,sr1163,sys1720,2020-03-16,10
1185,sr1162,sys1611,2021-02-28,10
1186,sr910,sys1783,2018-07-10,10
1187,sr1193,sys1632,2021-02-24,10
1188,sr981,sys1396,2017-01-23,10
1189,sr1155,sys2227,2021-06-17,10
1190,sr1170,sys1075,2017-03-04,10
1191,sr1156,sys1729,2019-05-17,10
1192,sr1151,sys1921,2017-08-01,10
1193,sr1157,sys1075,2021-03-22,10
1194,sr1158,sys649,2018-09-07,10
1195,sr1192,sys1448,2021-05-04,10
1196,sr1081,sys1816,2018-04-12,10
1197,sr1169,sys1486,2018-06-09,10
1198,sr1083,sys1504,2019-04-12,10
1199,sr975,sys1810,2018-01-03,10
1200,sr1484,sys648,2018-12-03,9
1201,sr1489,sys1463,2017-07-17,9
1202,sr1485,sys1921,2020-10-13,9
1203,sr1490,sys710,2018-10-23,9
1204,sr1488,sys1125,2013-11-11,9
1205,sr1486,sys1616,2018-08-11,9
1206,sr1487,sys1815,2019-06-23,9
1207,sr1492,sys1519,2020-05-05,9
1208,sr1509,sys649,2017-12-28,9
1209,sr1504,sys1459,2017-05-31,9
1210,sr1501,sys1012,2017-09-22,9
1211,sr1502,sys819,2017-07-21,9
1212,sr1499,sys2299,2017-07-17,9
1213,sr1483,sys1638,2020-01-09,9
1214,sr1497,sys1895,2021-03-03,9
1215,sr1503,sys1846,2021-01-22,9
1216,sr1496,sys2123,2019-04-22,9
1217,sr1505,sys1421,2017-07-28,9
1218,sr1508,sys1075,2018-09-26,9
1219,sr1506,sys1919,2016-11-13,9
1220,sr1495,sys1382,2018-07-08,9
1221,sr1507,sys1994,2018-06-28,9
1222,sr1494,sys1529,2021-07-13,9
1223,sr1493,sys2502,2018-01-05,9
1224,sr1500,sys1607,2017-09-17,9
1225,sr1491,sys861,2019-08-04,9
1226,sr1498,sys1775,2017-05-22,9
1227,sr1250,sys1751,2017-04-20,9
1228,sr1482,sys1932,2013-12-18,9
1229,sr1481,sys1889,2014-05-20,9
1230,sr1459,sys1917,2017-01-27,9
1231,sr1458,sys1767,2020-09-18,9
1232,sr1457,sys1319,2019-09-13,9
1233,sr1205,sys1686,2017-10-22,9
1234,sr1456,sys1778,2020-05-04,9
1235,sr1455,sys1121,2017-10-27,9
1236,sr1454,sys1883,2020-06-17,9
1237,sr1453,sys1800,2017-02-08,9
1238,sr1452,sys650,2019-07-05,9
1239,sr1206,sys1600,2019-08-02,9
1240,sr1451,sys1857,2018-02-20,9
1241,sr1450,sys2086,2017-12-12,9
1242,sr1207,sys1842,2019-12-02,9
1243,sr1449,sys2065,2017-11-22,9
1244,sr1448,sys1837,2019-01-08,9
1245,sr1208,sys1667,2020-06-08,9
1246,sr1209,sys2451,2018-08-17,9
1247,sr1447,sys1520,2021-01-18,9
1248,sr1446,sys1771,2020-08-21,9
1249,sr1445,sys1817,2017-03-13,9
1250,sr1444,sys1121,2013-07-19,9
1251,sr1204,sys1894,2021-05-17,9
1252,sr1460,sys1420,2019-09-08,9
1253,sr1461,sys1524,2018-08-27,9
1254,sr1473,sys1927,2021-02-03,9
1255,sr1480,sys1781,2021-06-30,9
1256,sr1201,sys2206,2020-02-07,9
1257,sr1479,sys1075,2019-02-25,9
1258,sr1478,sys2002,2016-10-03,9
1259,sr1477,sys1219,2020-04-16,9
1260,sr1476,sys1116,2018-09-27,9
1261,sr1475,sys1755,2020-07-28,9
1262,sr1202,sys1539,2018-10-30,9
1263,sr1474,sys1659,2018-03-16,9
1264,sr1472,sys1018,2016-12-20,9
1265,sr1462,sys635,2019-11-18,9
1266,sr1471,sys1522,2020-10-30,9
1267,sr1470,sys1808,2019-07-30,9
1268,sr1469,sys2032,2020-08-07,9
1269,sr1468,sys618,2019-07-22,9
1270,sr1467,sys1388,2019-03-12,9
1271,sr1466,sys1701,2021-08-09,9
1272,sr1465,sys686,2017-09-02,9
1273,sr1464,sys2083,2021-09-08,9
1274,sr1463,sys1227,2021-06-24,9
1275,sr1203,sys732,2016-06-10,9
1276,sr1533,sys1735,2016-09-27,9
1277,sr1510,sys1333,2020-10-21,9
1278,sr1569,sys745,2017-12-14,9
1279,sr1578,sys2230,2016-12-20,9
1280,sr1577,sys1023,2018-10-26,9
1281,sr1576,sys1396,2017-11-04,9
1282,sr1575,sys1518,2020-09-09,9
1283,sr1574,sys1861,2018-02-03,9
1284,sr1573,sys1660,2018-02-21,9
1285,sr1572,sys2390,2017-04-28,9
1286,sr1571,sys2046,2021-12-04,9
1287,sr1570,sys1767,2019-04-15,9
1288,sr1568,sys1762,2020-05-28,9
1289,sr1580,sys1673,2017-10-10,9
1290,sr1567,sys832,2017-11-01,9
1291,sr1566,sys1810,2019-07-08,9
1292,sr1565,sys1584,2017-09-01,9
1293,sr1564,sys1747,2019-08-16,9
1294,sr1563,sys735,2017-04-08,9
1295,sr1562,sys1297,2018-04-16,9
1296,sr1561,sys1443,2021-03-19,9
1297,sr1560,sys648,2016-10-31,9
1298,sr1559,sys986,2020-06-01,9
1299,sr1579,sys1971,2018-11-20,9
1300,sr1581,sys2251,2019-03-01,9
1301,sr1511,sys1469,2018-09-03,9
1302,sr1593,sys1995,2018-11-19,9
1303,sr1602,sys742,2020-04-19,9
1304,sr1601,sys1023,2016-12-15,9
1305,sr1600,sys1495,2020-01-12,9
1306,sr1599,sys1087,2020-05-28,9
1307,sr1598,sys934,2017-03-17,9
1308,sr1597,sys1495,2017-02-11,9
1309,sr1596,sys1219,2020-12-28,9
1310,sr1595,sys1818,2021-04-06,9
1311,sr1594,sys2089,2019-05-13,9
1312,sr1592,sys2425,2019-04-16,9
1313,sr1582,sys1629,2021-02-07,9
1314,sr1591,sys2398,2016-02-11,9
1315,sr1590,sys1309,2018-03-13,9
1316,sr1589,sys1087,2016-03-23,9
1317,sr1588,sys2134,2021-01-14,9
1318,sr1587,sys1720,2019-04-09,9
1319,sr1586,sys2141,2020-04-05,9
1320,sr1585,sys1977,2019-07-15,9
1321,sr1584,sys2244,2019-02-05,9
1322,sr1583,sys1463,2017-03-04,9
1323,sr1558,sys1610,2017-09-06,9
1324,sr1557,sys1659,2020-05-18,9
1325,sr1556,sys1880,2017-10-31,9
1326,sr1522,sys1709,2018-02-28,9
1327,sr1531,sys2452,2017-09-13,9
1328,sr1530,sys1666,2019-03-19,9
1329,sr1529,sys1854,2020-06-02,9
1330,sr1528,sys884,2020-02-28,9
1331,sr1527,sys2502,2019-01-05,9
1332,sr1526,sys710,2015-09-23,9
1333,sr1525,sys1851,2018-05-14,9
1334,sr1524,sys1148,2017-07-11,9
1335,sr1523,sys1333,2016-06-15,9
1336,sr1521,sys1785,2016-09-26,9
1337,sr1555,sys2147,2019-10-04,9
1338,sr1520,sys731,2019-01-02,9
1339,sr1519,sys1520,2019-08-20,9
1340,sr1518,sys1640,2018-06-15,9
1341,sr1517,sys1977,2019-03-25,9
1342,sr1516,sys1727,2017-02-23,9
1343,sr1515,sys812,2020-06-22,9
1344,sr1514,sys1644,2017-09-11,9
1345,sr1513,sys1712,2021-02-23,9
1346,sr1512,sys2018,2019-03-01,9
1347,sr1532,sys1728,2019-11-18,9
1348,sr1442,sys854,2017-02-14,9
1349,sr1534,sys1810,2019-04-23,9
1350,sr1535,sys1533,2019-06-23,9
1351,sr1554,sys1511,2020-05-11,9
1352,sr1553,sys618,2020-10-19,9
1353,sr1552,sys2100,2017-02-27,9
1354,sr1551,sys854,2021-04-29,9
1355,sr1550,sys1760,2018-02-23,9
1356,sr1549,sys1136,2019-02-13,9
1357,sr1548,sys1863,2021-09-08,9
1358,sr1547,sys896,2019-11-18,9
1359,sr1546,sys2086,2019-09-18,9
1360,sr1545,sys2307,2019-09-24,9
1361,sr1544,sys1615,2020-08-22,9
1362,sr1543,sys1595,2020-06-15,9
1363,sr1542,sys1768,2017-06-14,9
1364,sr1541,sys671,2019-02-05,9
1365,sr1540,sys1615,2021-03-03,9
1366,sr1539,sys1497,2015-02-24,9
1367,sr1538,sys2061,2018-04-24,9
