,ownershiptype,systemcoveragelevelwarrantyc,installdate,ageagainstinstallation,deinstalldate,avgreplacementage,expectedreplacementdate,transferacceptancedate,shippeddate,warrantystartdate,warrantyenddate,contractstartdate,contractenddate,typ,contract_line_status,contract_length_days,contract_start_date,contract_end_date,contractcanceldate,last_covered_date,contract_length_months,dummy_sysid
157720,Purchase,Contract,2012-03-09,9.56,,4.46,AUG-26-2016,MAR-15-2012,FEB-28-2012,,,MAR-09-2013,JUN-30-2017,CONTRACTS,,,15:00.0,15:00.0,,23-08-2022 05:00,,sys358
41857,,Contract,2012-03-12,9.55,,408.51,JUN-09-2420,MAR-13-2012,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1548
106760,,Contract,2012-03-12,9.55,,5.55,OCT-01-2017,,MAR-10-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1182
89603,,HBS,2012-03-13,9.55,,5.3,JUL-03-2017,SEP-16-2013,,,,,,CONTRACTS,,,,,,,,sys2433
130435,,Contract,2012-03-16,9.54,,5.55,OCT-05-2017,,,,,,,COMPONENT,,,,,,14-04-2022 00:00,,sys1888
78257,,Contract,2012-03-20,9.53,,5.55,OCT-09-2017,,MAR-17-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1213
85970,,Contract,2012-03-20,9.53,,5.07,APR-14-2017,MAR-30-2012,,,,,,COMPONENT,,,,,,14-02-2023 00:00,,sys1762
53865,,Contract,2012-03-21,9.53,,5.69,NOV-28-2017,,MAR-10-2012,,,,,COMPONENT,,,,,,31-03-2023 00:00,,sys915
91568,,Contract,2012-03-21,9.53,,3.77,DEC-28-2015,MAR-22-2012,,,,APR-01-2017,MAR-31-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-04-2022 00:00,12.0,sys1857
92585,,Extended Warranty,2012-03-23,9.52,,5.69,NOV-30-2017,MAR-26-2012,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2022 00:00,12.0,sys1564
49996,,Contract,2012-03-25,9.52,,5.3,JUL-15-2017,,,,,JUL-01-2017,JUN-30-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-03-2025 00:00,12.0,sys1174
161231,,HBS,2012-03-26,9.52,,5.69,DEC-03-2017,,,,,APR-01-2019,MAR-31-2020,CONTRACTS,Expired,366.0,,,,31-03-2022 00:00,12.0,sys846
99268,,Contract,2012-03-26,9.52,,5.69,DEC-03-2017,,MAR-23-2012,,,APR-01-2020,MAR-31-2023,CONTRACTS,Accepted,1095.0,,,,31-03-2023 00:00,36.0,sys892
133066,,Contract,2012-03-26,9.52,,5.69,DEC-03-2017,,MAR-22-2012,,,APR-01-2016,MAR-31-2017,CONTRACTS,Expired,365.0,,,,31-03-2022 00:00,12.0,sys987
123288,,Contract,2012-03-26,9.52,,4.05,APR-14-2016,APR-01-2012,,,,APR-01-2022,MAR-31-2023,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-03-2023 00:00,12.0,sys1227
72609,,Contract,2012-03-26,9.52,,5.69,DEC-03-2017,APR-01-2012,,,,APR-01-2022,MAR-31-2023,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-03-2023 00:00,12.0,sys1469
10863,,Contract,2012-03-26,9.52,,5.69,DEC-03-2017,,MAR-23-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys856
30761,,Contract,2012-03-28,9.51,,5.3,JUL-18-2017,MAR-31-2012,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1487
1608,,HBS,2012-03-28,9.51,,5.07,APR-22-2017,,,,,MAY-18-2014,MAY-17-2015,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2015 00:00,12.0,sys1992
9363,Lease,Contract,2012-03-28,9.51,,5.07,APR-22-2017,,MAR-25-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1130
157908,,Extended Warranty,2012-03-28,9.51,,5.3,JUL-18-2017,MAR-29-2012,,,,JAN-01-2020,DEC-31-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1585
32509,,Contract,2012-03-29,9.51,,5.69,DEC-06-2017,MAR-29-2012,MAR-09-2012,,,MAR-29-2013,DEC-31-2013,CONTRACTS,Active,278.0,,,,31-10-2021 00:00,9.09677,sys591
10267,,Contract,2012-03-29,9.51,,5.07,APR-23-2017,,MAR-24-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys803
9287,,Extended Warranty,2012-03-30,9.5,,5.69,DEC-07-2017,MAR-30-2012,,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys1495
11992,,Contract,2012-04-13,9.47,,5.55,NOV-02-2017,JUN-21-2012,JAN-24-2012,,,,,COMPONENT,,,,,,10/5/2023 0:00,,sys683
43396,Purchase,Contract,2012-04-13,9.47,,4.36,AUG-25-2016,MAY-21-2012,MAR-09-2012,,,JAN-01-2016,AUG-31-2016,CONTRACTS,Terminated,244.0,00:00.0,00:00.0,00:00.0,30-06-2026 17:00,8.0,sys178
83911,,HBS,2012-04-16,9.46,,5.07,MAY-11-2017,JUN-06-2012,,,,,,CONTRACTS,,,,,,,,sys2618
9575,,HBS,2012-04-19,9.45,,5.3,AUG-09-2017,,,,,MAR-02-2016,MAR-01-2017,CONTRACTS,Active,365.0,00:00.0,00:00.0,,1/3/2017 0:00,12.0,sys2013
65768,Purchase,Contract,2012-04-30,9.42,,4.38,SEP-17-2016,JUN-01-2012,APR-24-2012,,,JAN-01-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys294
71949,,Contract,2012-05-01,9.42,,5.69,JAN-08-2018,,APR-27-2012,MAY-12-2012,MAY-31-2013,,,WARRANTY,,,,,,30-06-2023 00:00,,sys1003
141096,,HBS,2012-05-02,9.41,,4.05,MAY-21-2016,,,,,,,COMPONENT,,,,,,15-11-2020 00:00,,sys1761
115201,Purchase,Contract,2012-05-02,9.41,,3.77,FEB-08-2016,MAY-02-2012,APR-13-2012,,,FEB-01-2019,FEB-28-2019,CONTRACTS,Terminated,28.0,17:08.0,00:00.0,00:00.0,31-10-2023 17:00,1.0,sys47
66407,,Contract,2012-05-05,9.41,,5.69,JAN-12-2018,,MAY-01-2012,,,,,COMPONENT,,,,,,31-07-2022 00:00,,sys845
84226,Lease,Contract,2012-05-06,9.4,,6.33,SEP-05-2018,,MAY-03-2012,,,,,COMPONENT,,,,,,22-05-2022 00:00,,sys841
147452,,Contract,2012-05-06,9.4,,3.85,MAR-12-2016,JUN-29-2012,,,,APR-01-2019,MAR-31-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,31-03-2022 00:00,12.0,sys1226
142014,,Contract,2012-05-06,9.4,,5.69,JAN-13-2018,,MAY-04-2012,,,,,COMPONENT,,,,,,31-05-2024 00:00,,sys958
81963,,Contract,2012-05-06,9.4,,6.33,SEP-05-2018,,MAY-03-2012,,,,,COMPONENT,,,,,,31-10-2021 00:00,,sys874
84468,Purchase,Contract,2012-05-07,9.4,,4.38,SEP-24-2016,MAY-10-2012,APR-26-2012,,,SEP-01-2021,AUG-31-2029,CONTRACTS,Active,2922.0,17:08.0,00:00.0,,31-08-2029 17:00,96.0,sys133
15950,,Contract,2012-05-09,9.4,,3.85,MAR-15-2016,MAR-30-2014,,,,APR-01-2017,MAR-31-2020,CONTRACTS,Expired,1096.0,,,,31-03-2023 00:00,36.0,sys2584
92222,,HBS,2012-05-10,9.39,,5.3,AUG-30-2017,,,,,MAR-14-2017,DEC-31-2017,CONTRACTS,Active,293.0,00:00.0,00:00.0,,13-03-2018 00:00,9.580639999999999,sys2035
104120,,Contract,2012-05-17,9.37,,5.3,SEP-06-2017,MAY-24-2012,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1583
65228,,Contract,2012-05-18,9.37,,5.69,JAN-25-2018,MAY-21-2012,,,,JUL-01-2017,JUN-30-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1820
154894,,Extended Warranty,2012-05-18,9.37,,5.55,DEC-07-2017,MAY-22-2012,,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys1559
142145,,Contract,2012-05-21,9.36,,6.33,SEP-20-2018,,MAY-18-2012,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys1016
18380,,HBS,2012-05-22,9.36,,5.55,DEC-11-2017,JUN-26-2012,MAR-05-2012,,,,,COMPONENT,,,,,,,,sys639
30869,,Contract,2012-05-23,9.36,,5.69,JAN-30-2018,,MAY-20-2012,,,,,COMPONENT,,,,,,30-09-2023 00:00,,sys1004
108364,,HBS,2012-05-24,9.35,,5.3,SEP-13-2017,,,,,,,COMPONENT,,,,,,24-05-2014 00:00,,sys2130
48363,Lease,Contract,2012-05-24,9.35,,5.69,JAN-31-2018,,MAY-20-2012,,,,,COMPONENT,,,,,,26-06-2022 00:00,,sys786
53434,,Contract,2012-05-25,9.35,,5.69,FEB-01-2018,,MAY-18-2012,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys1013
66385,,Contract,2012-05-29,9.34,,6.33,SEP-28-2018,,MAY-26-2012,,,,,COMPONENT,,,,,,30-06-2023 00:00,,sys1275
27946,,Contract,2012-06-01,9.33,,5.55,DEC-21-2017,AUG-16-2012,,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1731
94396,,Contract,2012-06-12,9.3,,5.69,FEB-19-2018,JUN-15-2012,,,,APR-04-2013,MAR-31-2014,CONTRACTS,Active,362.0,00:00.0,00:00.0,,30-04-2023 00:00,11.90322,sys1475
101888,,Contract,2012-06-17,9.29,,5.07,JUL-12-2017,JUL-01-2012,,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys2197
56020,,Contract,2012-06-21,9.28,,5.3,OCT-11-2017,JUN-22-2012,,,,JAN-01-2017,DEC-31-2017,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1771
111944,,Contract,2012-06-22,9.27,,5.55,JAN-11-2018,JUN-22-2012,,JUN-22-2012,JUN-21-2013,,,WARRANTY,,,,,,31-03-2022 00:00,,sys1539
125550,,Extended Warranty,2012-06-22,9.27,,5.55,JAN-11-2018,JUN-25-2012,,,,JAN-01-2019,DEC-31-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2022 00:00,12.0,sys1534
136118,,Contract,2012-06-22,9.27,,3.85,APR-28-2016,JUN-25-2012,,,,APR-01-2019,MAR-31-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,31-03-2022 00:00,12.0,sys1959
62562,Purchase,Contract,2012-06-22,9.27,,4.36,NOV-03-2016,JUN-27-2012,JUN-12-2012,,,JUN-15-2016,JUN-14-2023,CONTRACTS,,,17:08.0,00:00.0,,14-06-2023 05:00,,sys352
25195,,Contract,2012-06-25,9.27,,5.69,MAR-04-2018,,JUN-23-2012,JUN-29-2012,JUN-30-2013,,,WARRANTY,,,,,,30-06-2023 00:00,,sys872
152290,,Contract,2012-06-27,9.26,,5.3,OCT-17-2017,JUN-28-2012,,,,JUL-01-2023,JUN-30-2024,CONTRACTS,Active,366.0,00:00.0,00:00.0,,30-06-2025 00:00,12.0,sys1687
134245,,Contract,2012-06-27,9.26,,5.69,MAR-06-2018,,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2022 00:00,12.0,sys1122
76049,,Contract,2012-06-27,9.26,,6.33,OCT-27-2018,,JUN-24-2012,,,,,COMPONENT,,,,,,30-06-2023 00:00,,sys522
93492,,Contract,2012-06-28,9.26,,6.33,OCT-28-2018,JUN-29-2012,,,,OCT-01-2020,SEP-30-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-09-2025 00:00,12.0,sys1598
67791,,Contract,2012-06-29,9.26,,5.55,JAN-18-2018,JUN-29-2012,,JUN-29-2012,JUN-28-2013,,,WARRANTY,,,,,,31-12-2025 00:00,,sys1530
19436,,Contract,2012-06-30,9.25,,6.33,OCT-30-2018,,,,,,,COMPONENT,,,,,,30-09-2022 00:00,,sys833
30045,Purchase,Contract,2012-07-09,9.23,,4.36,NOV-20-2016,JUL-10-2012,JUN-18-2012,,,AUG-01-2015,JAN-31-2017,CONTRACTS,,,15:00.0,00:00.0,,31-07-2022 17:00,,sys52
77045,,HBS,2012-07-18,9.2,,5.55,FEB-06-2018,,JUL-18-2012,,,,,CONTRACTS,,,,,,,,sys1536
88991,Purchase,Contract,2012-07-24,9.19,,4.36,DEC-05-2016,JUL-25-2012,JUL-16-2012,,,JUL-01-2018,JUL-16-2022,CONTRACTS,,,17:08.0,00:00.0,,16-07-2022 05:00,,sys117
51244,,HBS,2012-07-31,9.17,,5.55,FEB-19-2018,DEC-12-2013,FEB-27-2012,,,,,COMPONENT,,,,,,,,sys2491
113048,,HBS,2012-08-01,9.16,,5.69,APR-10-2018,AUG-02-2012,,,,JAN-01-2021,JUL-31-2021,CONTRACTS,Active,212.0,00:00.0,00:00.0,,31-07-2021 00:00,7.0,sys1644
767,,Contract,2012-08-08,9.15,,5.3,NOV-28-2017,AUG-15-2012,,,,,,COMPONENT,,,,,,7/8/2023 0:00,,sys1837
96041,,Contract,2012-08-10,9.14,,5.69,APR-19-2018,,AUG-02-2012,,,NOV-01-2019,OCT-31-2020,CONTRACTS,Expired,366.0,,,,31-10-2024 00:00,12.0,sys1065
56228,,Contract,2012-08-15,9.13,,5.69,APR-24-2018,,AUG-12-2012,,,,,COMPONENT,,,,,,28-02-2022 00:00,,sys1190
94785,Purchase,Contract,2012-08-20,9.11,,1.27,NOV-27-2013,AUG-27-2012,AUG-20-2012,,,DEC-01-2021,DEC-31-2028,CONTRACTS,,,17:08.0,17:08.0,,31-12-2028 18:00,,sys125
40590,,Contract,2012-08-22,9.11,,5.0,AUG-24-2017,AUG-28-2012,,,,AUG-01-2019,MAY-31-2020,CONTRACTS,Active,305.0,00:00.0,00:00.0,,30-09-2023 00:00,10.0,sys1442
47112,,Contract,2012-08-24,9.1,,4.05,SEP-12-2016,,,AUG-24-2012,AUG-23-2013,,,WARRANTY,,,,,,23-08-2024 00:00,,sys1648
42226,,Contract,2012-08-30,9.09,,5.69,MAY-09-2018,,AUG-26-2012,,,,,COMPONENT,,,,,,30-09-2024 00:00,,sys911
65892,,Contract,2012-09-01,9.08,,5.07,SEP-26-2017,SEP-27-2012,JUL-20-2012,,,MAR-01-2021,FEB-28-2022,CONTRACTS,Accepted,365.0,,,,28-02-2022 00:00,12.0,sys818
21076,,Contract,2012-09-05,9.07,,5.69,MAY-15-2018,,SEP-02-2012,,,,,COMPONENT,,,,,,30-09-2024 00:00,,sys787
139274,,Contract,2012-09-07,9.06,,6.33,JAN-07-2019,,SEP-03-2012,,,,,COMPONENT,,,,,,30-09-2023 00:00,,sys1007
72633,,Contract,2012-09-07,9.06,,5.69,MAY-17-2018,,AUG-31-2012,,,OCT-01-2015,SEP-30-2016,CONTRACTS,Expired,366.0,,,,30-09-2022 00:00,12.0,sys1015
34985,Purchase,Contract,2012-09-10,9.06,,4.46,FEB-27-2017,SEP-17-2012,AUG-23-2012,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys300
39489,,HBS,2012-09-12,9.05,,5.69,MAY-22-2018,,,,,,,COMPONENT,,,,,,,,sys2278
15394,,Contract,2012-09-12,9.05,,5.69,MAY-22-2018,SEP-17-2012,,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1898
43008,Purchase,Contract,2012-09-14,9.04,,4.46,MAR-03-2017,SEP-24-2012,JUL-26-2012,,,AUG-05-2013,AUG-31-2017,CONTRACTS,,,15:00.0,00:00.0,,30-01-2025 18:00,,sys120
100470,,Contract,2012-09-18,9.03,,5.55,APR-09-2018,,SEP-15-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1147
105426,,HBS,2012-09-21,9.03,,6.33,JAN-21-2019,,,,,,,WARRANTY,,,,,,,,sys2370
120047,,Contract,2012-09-24,9.02,,5.0,SEP-26-2017,SEP-26-2012,,,,SEP-24-2013,SEP-23-2014,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2023 00:00,12.0,sys1612
91647,,Contract,2012-09-24,9.02,,5.69,JUN-03-2018,SEP-25-2012,,,,DEC-01-2021,NOV-30-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-11-2023 00:00,12.0,sys1607
163169,Purchase,HBS,2012-09-24,9.02,,4.38,FEB-11-2017,SEP-26-2012,SEP-24-2012,,,,,COMPONENT,,,,,,30-06-2019 05:00,,sys495
108603,Purchase,Contract,2012-09-24,9.02,,4.36,FEB-05-2017,SEP-28-2012,SEP-21-2012,,,JAN-01-2013,DEC-31-2016,CONTRACTS,Terminated,1461.0,15:00.0,00:00.0,00:00.0,31-10-2023 17:00,48.0,sys143
41227,,HBS,2012-09-26,9.01,,6.33,JAN-26-2019,,,,,,,COMPONENT,,,,,,,,sys2205
99659,,Contract,2012-09-26,9.01,,5.69,JUN-05-2018,SEP-28-2012,,,,JAN-01-2022,DEC-31-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2022 00:00,12.0,sys1814
53807,,Contract,2012-09-30,9.0,,5.0,OCT-02-2017,OCT-04-2012,,,,OCT-01-2020,SEP-30-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-09-2023 00:00,12.0,sys1479
137765,,Contract,2012-10-11,8.97,,1.27,JAN-18-2014,,,,,OCT-12-2013,DEC-31-2013,CONTRACTS,Active,81.0,00:00.0,00:00.0,,31-12-2022 00:00,2.6451599999999997,sys792
101417,,HBS,2012-10-15,8.96,,3.85,AUG-21-2016,OCT-31-2012,SEP-06-2012,,,FEB-04-2014,FEB-03-2015,CONTRACTS,Active,365.0,,,,3/8/2018 0:00,12.0,sys902
125980,,Contract,2012-10-22,8.94,,5.3,FEB-11-2018,OCT-25-2012,,,,,,COMPONENT,,,,,,30-09-2021 00:00,,sys1443
60340,,Contract,2012-10-25,8.93,,5.69,JUL-04-2018,,OCT-20-2012,,,APR-01-2018,MAR-31-2019,CONTRACTS,Expired,365.0,,,,31-03-2022 00:00,12.0,sys1011
47292,,Contract,2012-10-26,8.93,,5.55,MAY-17-2018,,OCT-26-2012,,,,,COMPONENT,,,,,,12/12/2021 0:00,,sys994
37852,,Contract,2012-11-08,8.89,,6.33,MAR-10-2019,,NOV-03-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1049
90248,Purchase,Contract,2012-11-12,8.88,,4.36,MAR-26-2017,DEC-02-2012,OCT-29-2012,,,NOV-12-2013,APR-30-2016,CONTRACTS,Terminated,901.0,15:00.0,00:00.0,00:00.0,31-10-2028 17:00,29.645159999999997,sys24
152345,,Contract,2012-11-13,8.88,,5.16,JAN-12-2018,NOV-15-2012,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1654
75345,,Contract,2012-11-25,8.85,,5.69,AUG-04-2018,,NOV-23-2012,,,DEC-01-2013,NOV-30-2018,CONTRACTS,Expired,1826.0,,,,30-11-2021 00:00,60.0,sys918
30427,,Contract,2012-11-25,8.85,,6.33,MAR-27-2019,,NOV-21-2012,,,DEC-01-2020,NOV-30-2021,CONTRACTS,Accepted,365.0,,,,30-11-2021 00:00,12.0,sys543
53401,,Contract,2012-11-26,8.84,,5.69,AUG-05-2018,,NOV-23-2012,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys919
137121,,Contract,2012-11-28,8.84,,7.06,DEC-19-2019,,NOV-26-2012,,,,,COMPONENT,,,,,,30-11-2022 00:00,,sys988
50369,Purchase,Contract,2012-11-29,8.84,,3.77,SEP-06-2016,DEC-02-2012,OCT-31-2012,,,MAR-01-2019,FEB-09-2020,CONTRACTS,Terminated,346.0,17:08.0,00:00.0,00:00.0,9/2/2027 18:00,11.29032,sys31
107878,,Contract,2012-11-30,8.83,,5.16,JAN-29-2018,DEC-17-2012,NOV-21-2012,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Accepted,365.0,,,,31-12-2021 00:00,12.0,sys643
70349,,HBS,2012-12-01,8.83,,3.85,OCT-07-2016,DEC-04-2012,,,,JAN-01-2014,DEC-31-2014,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2020 00:00,12.0,sys1924
163693,,HBS,2012-12-01,8.83,,4.68,AUG-07-2017,,,,,,,COMPONENT,,,,,,,,sys2163
121904,,HBS,2012-12-02,8.83,,6.33,APR-03-2019,,DEC-01-2012,,,,,COMPONENT,,,,,,31-12-2020 00:00,,sys966
24883,Purchase,Contract,2012-12-03,8.83,,4.46,MAY-22-2017,DEC-04-2012,NOV-19-2012,,,,,COMPONENT,,,,,,31-08-2029 17:00,,sys158
27108,,Contract,2012-12-04,8.82,,3.85,OCT-10-2016,DEC-06-2012,,,,,,COMPONENT,,,,,,30-06-2022 00:00,,sys1727
65460,,Contract,2012-12-06,8.82,,5.55,JUN-27-2018,NOV-29-2013,,,,AUG-01-2022,JUN-30-2023,CONTRACTS,Active,334.0,00:00.0,00:00.0,,30-06-2023 00:00,11.0,sys1562
158723,,Contract,2012-12-06,8.82,,6.33,APR-07-2019,,NOV-30-2012,,,APR-01-2015,MAR-31-2017,CONTRACTS,Expired,731.0,,,,31-03-2022 00:00,24.0,sys998
122715,,Contract,2012-12-08,8.81,,6.33,APR-09-2019,,DEC-06-2012,,,,,COMPONENT,,,,,,31-03-2023 00:00,,sys444
121867,,HBS,2012-12-10,8.81,,5.16,FEB-08-2018,,,,,,,COMPONENT,,,,,,,,sys2291
127644,,HBS,2012-12-10,8.81,,5.07,JAN-04-2018,,,,,,,WARRANTY,,,,,,,,sys2315
18781,,HBS,2012-12-10,8.81,,6.33,APR-11-2019,,,,,,,COMPONENT,,,,,,,,sys2245
12667,,HBS,2012-12-13,8.8,,5.69,AUG-22-2018,,,,,JUL-07-2020,JUL-06-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,20-07-2021 00:00,12.0,sys1692
8021,Purchase,Contract,2012-12-14,8.8,,3.77,SEP-21-2016,DEC-19-2012,DEC-14-2012,,,,,COMPONENT,,,,,,29-02-2024 12:00,,sys217
85199,Purchase,Contract,2012-12-14,8.8,,4.46,JUN-02-2017,DEC-19-2012,DEC-14-2012,,,,,COMPONENT,,,,,,23-08-2022 05:00,,sys290
158985,,HBS,2012-12-17,8.79,,0.61,JUL-28-2013,DEC-20-2012,,,,,,COMPONENT,,,,,,31-07-2018 00:00,,sys1775
46206,Purchase,Contract,2012-12-17,8.79,,4.36,APR-30-2017,DEC-18-2012,SEP-11-2012,,,JAN-18-2015,DEC-17-2018,CONTRACTS,,,15:00.0,00:00.0,,23-06-2025 17:00,,sys85
103808,,HBS,2012-12-18,8.78,,5.69,AUG-27-2018,,,,,DEC-18-2013,DEC-17-2014,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2018 00:00,12.0,sys1718
44703,,Contract,2012-12-19,8.78,,3.85,OCT-25-2016,,DEC-19-2012,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Accepted,365.0,,,,31-12-2021 00:00,12.0,sys2439
96603,,Contract,2012-12-19,8.78,,0.61,JUL-30-2013,DEC-20-2012,,,,JUL-01-2021,DEC-31-2021,CONTRACTS,Active,184.0,00:00.0,00:00.0,,30-06-2024 00:00,6.0,sys1527
129868,,HBS,2012-12-20,8.78,,4.35,APR-27-2017,,,,,,,COMPONENT,,,,,,,,sys2478
101873,,Contract,2012-12-20,8.78,,2.98,DEC-16-2015,DEC-20-2012,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1668
152297,,Contract,2012-12-21,8.78,,0.61,AUG-01-2013,DEC-24-2012,,,,NOV-21-2019,MAY-20-2020,CONTRACTS,Active,182.0,00:00.0,00:00.0,,31-03-2022 00:00,6.0,sys1538
12892,,HBS,2012-12-24,8.77,,6.33,APR-25-2019,,,,,JAN-10-2014,JUL-09-2014,CONTRACTS,Active,181.0,00:00.0,00:00.0,,9/7/2014 0:00,6.0,sys2108
38291,,Contract,2012-12-24,8.77,,5.69,SEP-02-2018,,DEC-22-2012,,,APR-01-2019,MAR-31-2020,CONTRACTS,Expired,366.0,,,,31-03-2022 00:00,12.0,sys961
40414,,Contract,2012-12-24,8.77,,6.33,APR-25-2019,,DEC-20-2012,,,,,COMPONENT,,,,,,31-12-2022 00:00,,sys985
85487,,Contract,2012-12-27,8.76,,5.69,SEP-05-2018,,DEC-25-2012,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys876
150517,,Contract,2012-12-28,8.76,,3.85,NOV-03-2016,DEC-31-2012,,,,,,WARRANTY,,,,,,31-05-2022 00:00,,sys2513
138743,,HBS,2012-12-28,8.76,,5.69,SEP-06-2018,AUG-16-2016,,,,,,COMPONENT,,,,,,27-12-2014 00:00,,sys2287
99916,Purchase,Contract,2012-12-31,8.75,,3.77,OCT-08-2016,DEC-21-2012,DEC-31-2012,,,JAN-01-2020,OCT-31-2023,CONTRACTS,Active,1400.0,15:00.0,00:00.0,,31-10-2023 17:00,46.0,sys74
144804,,,2013-01-01,8.75,,4.35,MAY-09-2017,AUG-12-2013,,,,,,COMPONENT,,,,,,,,sys2381
53532,Purchase,Contract,2013-01-05,8.73,,3.58,AUG-04-2016,JAN-11-2013,DEC-22-2012,,,AUG-01-2017,JUL-31-2022,CONTRACTS,,,17:08.0,00:00.0,,31-07-2022 05:00,,sys309
144339,,Contract,2013-01-11,8.72,,5.69,SEP-20-2018,,,,,MAR-28-2014,DEC-31-2014,CONTRACTS,Active,279.0,00:00.0,00:00.0,,31-10-2021 00:00,9.12903,sys1305
59377,,Contract,2013-01-13,8.71,,6.33,MAY-15-2019,,JAN-09-2013,,,,,COMPONENT,,,,,,30-09-2022 00:00,,sys1017
75724,Purchase,Contract,2013-01-13,8.71,,3.58,AUG-12-2016,FEB-07-2013,JAN-13-2013,,,JAN-09-2014,NOV-30-2018,CONTRACTS,Expired,1787.0,15:00.0,00:00.0,,29-02-2024 12:00,58.74193,sys187
7231,,Contract,2013-01-14,8.71,,5.07,FEB-08-2018,JUN-30-2013,,,,JUL-01-2019,SEP-30-2019,CONTRACTS,Active,92.0,00:00.0,00:00.0,,17-12-2021 00:00,3.0,sys1584
126074,,Contract,2013-01-14,8.71,,5.55,AUG-05-2018,,JAN-14-2013,,,,,COMPONENT,,,,,,30-06-2023 00:00,,sys335
70252,,Contract,2013-01-18,8.7,,2.98,JAN-14-2016,,,,,,,COMPONENT,,,,,,20-01-2022 00:00,,sys1703
41312,Purchase,Contract,2013-01-20,8.69,,4.26,APR-24-2017,JAN-24-2013,JAN-09-2013,,,,,COMPONENT,,,,,,31-07-2022 05:00,,sys231
13743,,Contract,2013-01-23,8.69,,6.33,MAY-25-2019,,,,,FEB-16-2021,DEC-31-2021,CONTRACTS,Active,319.0,00:00.0,00:00.0,,31-12-2021 00:00,10.516119999999999,sys1494
25295,,Contract,2013-01-25,8.68,,4.05,FEB-13-2017,JAN-29-2013,,,,JAN-25-2019,JAN-24-2020,CONTRACTS,Active,365.0,00:00.0,00:00.0,,24-01-2022 00:00,12.0,sys1757
99747,Purchase,Contract,2013-01-28,8.67,,3.58,AUG-27-2016,JAN-29-2013,JAN-22-2013,,,OCT-03-2015,MAY-31-2018,CONTRACTS,Terminated,972.0,17:08.0,00:00.0,00:00.0,31-12-2024 12:00,31.93548,sys103
53732,,Contract,2013-02-01,8.66,,3.85,DEC-08-2016,FEB-22-2013,,,,JAN-01-2013,JAN-31-2013,CONTRACTS,Active,31.0,00:00.0,00:00.0,,31-12-2021 00:00,1.0,sys1932
